index,alias,name,is_closed,review_count,categories,rating,latitude,longitude,price,city,country,state,display_phone,distance
395,sentollas-salvador,Sentollas,False,8,Brazilian,3.5,-12.967763,-38.408263,$$,Salvador,BR,BA,+55 71 3363-4343,5427.150012444309
396,la-cucina-alimentos-salvador,La Cucina Alimentos,False,7,Italian,4.5,-12.9811306,-38.5055253,$$,Salvador,BR,BA,+55 71 3017-5977,5361.613576558354
397,eu-vi-salvador,Eu Vi,False,18,Bars; Desserts; Fast Food,3.5,-12.99355,-38.45291,$$,Salvador,BR,BA,+55 71 3351-2700,3073.350362177473
398,oliva-salvador,Oliva,False,8,Salad; Italian; Pizza,4.0,-12.9791018535434,-38.454887065115,$$,Salvador,BR,BA,+55 71 3443-1286,1460.8139447624349
399,passione-italiana-salvador,Passione Italiana,False,7,Italian,4.0,-12.9859791,-38.5198364,$$$,Salvador,BR,BA,+55 71 3329-0187,7054.239829470009
400,alto-do-recanto-salvador,Alto do Recanto,False,2,Steakhouses; Bars; Buffets,4.0,-12.9300347,-38.4306949,,Salvador,BR,BA,+55 71 3393-0388,5070.805729677941
401,bargaço-salvador,Bargaço,False,6,Seafood; Northeastern Brazilian,3.5,-12.984643,-38.4367274,,Salvador,BR,BA,+55 71 3231-1000,3097.3175258340766
402,madero-salvador,Madero,False,13,Burgers; Diners; Sandwiches,3.5,-13.0067563921234,-38.5243411850332,$$,Salvador,BR,BA,+55 71 3043-2736,8443.715047451797
403,raízes-salvador-3,Raízes,False,3,Restaurants,4.0,-13.0064148972518,-38.5235850512981,$$,Salvador,BR,BA,+55 71 3033-8755,8354.146463406874
404,yakissoba-express-salvador,Yakissoba Express,False,2,Japanese,4.5,-12.971891,-38.435387,,Salvador,BR,BA,+55 71 3019-2661,2559.7708943404887
405,ciranda-café-cultura-e-artes-salvador,Ciranda Café Cultura & Artes,False,14,Cafes,4.0,-13.01446,-38.48539,$$,Salvador,BR,BA,+55 71 3012-3963,6089.199851263226
406,arabesque-empório-árabe-salvador,Arabesque Empório Árabe,False,6,Arabic,4.0,-12.9966736,-38.4543037,,Salvador,BR,BA,+55 71 3042-5503,3423.234692824858
407,vila-bahiana-salvador,Vila Bahiana,False,2,Gastropubs,3.5,-12.9530296,-38.3595505,$$,Salvador,BR,BA,+55 71 3179-4013,10821.378428470874
408,amadinho-salvador,Amadinho,False,1,Brazilian,5.0,-13.0016496494567,-38.4825060144067,,Salvador,BR,BA,+55 71 3483-4214,4714.476985168284
409,confraria-mediterrâneo-salvador,Confraria Mediterrâneo,False,1,Restaurants,4.0,-12.9911127,-38.4930573,$$$,Salvador,BR,BA,+55 71 3019-2244,3468.153460891155
410,solar-do-unhão-comércio,Solar do Unhão,False,1,Seafood; International,5.0,-12.9752302,-38.5149612,,Comércio,BR,BA,+55 71 3329-5331,6219.539092694567
411,solar-rio-vermelho-salvador,Solar Rio Vermelho,False,4,Gastropubs; Specialty Food,4.0,-13.0137005,-38.4859886,$$$,Salvador,BR,BA,+55 71 3012-9360,6091.67510098125
412,restaurante-yakisoba-salvador-2,Restaurante Yakisoba,False,13,Japanese; Chinese,4.0,-12.9962854,-38.4545937,$$,Salvador,BR,BA,+55 71 3345-3333,3337.321194027224
413,vilas-churrascaria-salvador,Vilas Churrascaria,False,1,Steakhouses,4.0,-13.0006162,-38.4493402,,Salvador,BR,BA,+55 71 3345-2689,3927.369165291528
414,33-downtown-café-salvador,33 Downtown Café,False,5,Bars; Cafes,4.5,-12.9691687,-38.5113602,$$,Salvador,BR,BA,+55 71 3021-9600,5830.824777438677
415,restaurante-caneco-90-salvador,Restaurante Caneco 90,False,1,Bars; Brazilian,4.0,-12.93087,-38.43244,,Salvador,BR,BA,+55 71 3393-2161,4597.362589598123
416,lulas-bar-salvador,Lulas Bar,False,2,Tapas/Small Plates; Tapas Bars,4.0,-12.9820948,-38.4804955,,Salvador,BR,BA,+55 71 3380-0338,3104.575881381539
417,chico-mineiro-praia-do-corsario,Chico Mineiro,False,1,Seafood,4.0,,,,Praia do Corsario,BR,BA,+55 71 3034-0160,5703.452468393038
418,point-do-lanche-salvador,Point do Lanche,False,1,Diners,4.0,-12.9696302,-38.4592018,,Salvador,BR,BA,+55 7182202195,430.9561794919604
419,manjericão-salvador-2,Manjericão,False,7,Specialty Food; Vegetarian,4.0,-13.0101776,-38.4705849,$$,Salvador,BR,BA,+55 71 3565-8305,6107.199798007839
420,empada-carioca-salvador-3,Empada Carioca,False,6,Diners,4.0,-12.9716167,-38.5120125,$,Salvador,BR,BA,+55 71 3327-2727,5838.743150083539
421,othon-restaurante-e-churracaria-salvador,Othon Restaurante e Churracaria,False,1,Restaurants,5.0,-12.9642897,-38.475769,,Salvador,BR,BA,+55 71 3234-4043,1868.541020546674
422,desejo-de-pizza-salvador,Desejo de Pizza,False,1,Pizza,4.0,-12.9788141,-38.486084,,Salvador,BR,BA,+55 71 3450-8429,574.313557047582
423,casa-do-pão-de-queijo-salvador-2,Casa do Pão de Queijo,False,3,Diners,3.5,-12.9613199,-38.4326286,$,Salvador,BR,BA,+55 71 3346-2858,2869.762314984741
424,cabana-da-cely-salvador-3,Cabana da Cely,False,4,Seafood,4.5,-12.9712696,-38.4142418,$$,Salvador,BR,BA,+55 71 3232-6444,4805.398103333912
425,blue-praia-bar-salvador-2,Blue Praia Bar,False,12,Mediterranean; Northeastern Brazilian,4.0,-13.014251,-38.482452,$$$,Salvador,BR,BA,+55 71 3034-3054,5928.159570286769
426,cabana-do-joão-salvador,Cabana do João,False,8,Seafood,3.5,-12.967856,-38.408815,$$,Salvador,BR,BA,+55 71 3362-2889,5367.660351752722
427,delicafé-delicatessen-salvador,Delicafé Delicatessen,False,1,Diners; Bakeries; Grocery,4.0,-12.9587364,-38.4892273,,Salvador,BR,BA,+55 71 3386-9215,3378.6462801648995
428,murata-salvador,Murata,False,3,Japanese,3.5,-12.9799640812034,-38.4323782539673,$,Salvador,BR,BA,+55 71 3230-2975,3190.843360803944
429,beach-stop-salvador,Beach Stop,False,13,Bars; Brazilian Empanadas,4.0,-12.978285605752,-38.4558674874958,$$,Salvador,BR,BA,+55 71 3443-1980,1348.2900246669003
430,ponto-certo-salvador-4,Ponto Certo,False,1,Diners,4.0,-12.9667797,-38.4347916,,Salvador,BR,BA,,2373.6226989936854
431,magazine-mistura-fina-porto-seguro,Magazine Mistura Fina,False,1,Restaurants,5.0,-12.9421457,-38.4126522,,Porto Seguro,BR,BA,+55 73 3288-4629,5636.719862650743
432,liberpão-salvador,Liberpão,False,2,Diners; Bakeries,4.0,-12.9351301,-38.4356384,,Salvador,BR,BA,+55 71 3242-0042,4252.567118718772
433,restaurante-picuí-salvador,Restaurante Picuí,False,4,Northeastern Brazilian,4.0,-12.9502954,-38.3673706,$$,Salvador,BR,BA,+55 71 3286-5202,10037.515937063205
434,bistrot-du-vin-pituba-2,Bistrot Du Vin,False,8,Bistros; Wine Bars,5.0,-13.0077171,-38.4613724,$$$,Pituba,BR,BA,+55 71 3231-1933,4754.51195574395
435,taberna-salvador,Taberna,False,4,Spanish,4.5,-13.0073099,-38.5191002,$$,Salvador,BR,BA,+55 71 3331-6930,7954.340591430665
436,la-bouche-creperia-salvador,La Bouche Creperia,False,5,Bars; Tapas/Small Plates; Street Art,4.0,-13.0091284,-38.5308587,$$,Salvador,BR,BA,+55 7188795311,9183.306118715063
437,laço-gaucho-salvador,Laço Gaucho,False,1,Steakhouses,4.0,-12.9755201,-38.4237289,,Salvador,BR,BA,+55 71 3423-4855,3907.7223821316575
438,cabana-do-camarão-salvador-3,Cabana do Camarão,False,4,Seafood; Northeastern Brazilian,4.5,-12.9383281,-38.4935319,$$$,Salvador,BR,BA,+55 71 3218-7107,4929.135797405507
439,zé-coxinha-salvador-2,Zé Coxinha,False,1,Diners,4.0,-12.9787703,-38.4317818,,Salvador,BR,BA,,3125.003084471482
440,acqua-café-salvador-3,Acqua Café,False,5,Japanese; Modern European,4.0,-13.0005779,-38.5311661,,Salvador,BR,BA,,8681.422605312628
441,texas-restaurante-salvador,Texas restaurante,False,1,Restaurants,5.0,-12.9706,-38.51264,$,Salvador,BR,BA,,4860.236883243886
442,bacco-sushi-salvador,Bacco Sushi,False,1,Japanese,4.0,-12.9393797,-38.4125214,$$,Salvador,BR,BA,+55 71 3023-8114,6531.845776294034
443,baby-beef-express-salvador-2,Baby Beef Express,False,7,Restaurants,4.0,-12.9760799,-38.457756,$$,Salvador,BR,BA,+55 71 3414-2311,1067.392321869018
444,thai-wok-salvador,Thai Wok,False,3,Japanese,4.0,-12.9716659270836,-38.4740933871368,$$,Salvador,BR,BA,,1805.8657589845184
445,coxinha-da-selminha-salvador,Coxinha da Selminha,False,1,Brazilian,4.0,-12.996809,-38.4528008,,Salvador,BR,BA,,1814.8440200252385
446,puravida-sabor-e-saúde-salvador,Puravida Sabor e Saúde,False,4,Diners,4.5,-12.9708147,-38.4350128,$$,Salvador,BR,BA,,2564.44558440058
447,tempero-e-saúde-salvador,Tempero e Saúde,False,1,Restaurants; Specialty Food,5.0,-12.9976025,-38.5178909,$$,Salvador,BR,BA,+55 71 3019-7055,7378.103074098086
448,bosque-imbuí-salvador,Bosque Imbuí,False,3,Dive Bars; Brazilian,3.5,-12.9690104,-38.4335594,,Salvador,BR,BA,+55 71 3362-7001,2909.76134663808
449,travessas-lanchonete-salvador,Travessa's Lanchonete,False,11,Street Vendors; Diners,3.5,-12.9642944,-38.5031776,$,Salvador,BR,BA,+55 71 3242-6497,4872.744988843087
450,taiyo-cabula,Taiyo,False,2,Japanese; Brazilian,4.0,-12.9624891,-38.4714622,$$,Cabula,BR,BA,+55 71 3257-5590,1493.7104478147503
451,churrascaria-e-pizzaria-galpão-brasa-6-salvador,Churrascaria e Pizzaria Galpão Brasa 6,False,1,Steakhouses,4.0,-12.9556799,-38.437191,,Salvador,BR,BA,+55 71 3230-4587,2574.433546720269
452,casa-da-gamboa-salvador,Casa da Gamboa,False,2,Seafood; Northeastern Brazilian,4.5,-12.9963226,-38.4959106,$$$$,Salvador,BR,BA,+55 71 3321-3393,5251.562333554452
453,barraca-ar-livre-salvador,Barraca Ar Livre,False,1,Bars; Food Stands,4.0,-12.9664898,-38.4359283,$,Salvador,BR,BA,,2428.993757095357
454,sokka-sushi-bar-salvador,Sokka Sushi Bar,False,2,Japanese; Sushi Bars; Asian Fusion,4.5,-12.9786282,-38.4605408,$,Salvador,BR,BA,+55 71 3017-5328,1428.2861920057626
455,vêneto-grill-restaurante-salvador,Vêneto Grill Restaurante,False,1,Steakhouses,5.0,-13.0135088,-38.4700279,$,Salvador,BR,BA,+55 71 3344-1038,5478.305738695508
456,alfredo-di-roma-salvador,Alfredo di Roma,False,10,Italian; Bars,4.0,-13.0093803,-38.5170708,$$$,Salvador,BR,BA,+55 71 3331-7775,7879.910351917103
457,sertanejo-restaurante-lauro-de-freitas,Sertanejo Restaurante,False,5,Steakhouses,4.0,-12.903198,-38.341519,$$,Lauro de Freitas,BR,BA,+55 71 3252-2012,14478.906241226758
458,larriquerri-salvador,Larriquerri,False,3,Delis,5.0,-12.9946299,-38.5139503,$$,Salvador,BR,BA,+55 71 3263-5632,6790.2276440036485
459,tourão-grill-salvador-2,Tourão Grill,False,1,Steakhouses,4.0,-12.9444695,-38.449173,,Salvador,BR,BA,+55 71 3345-3824,2612.306066845684
460,su-espeto-bistrot-salvador-2,Su Espeto Bistrot,False,7,Delis; Specialty Food,3.5,-12.9933424,-38.4606247,$$,Salvador,BR,BA,+55 71 3506-8280,2992.882541102492
461,sogee-temakeria-salvador,Sogee Temakeria,False,6,Restaurants,4.5,-12.9867821,-38.4487152,$$,Salvador,BR,BA,+55 71 3012-2060,2479.002465040361
462,risoteria-terra-brasil-salvador,Risoteria Terra Brasil,False,1,Brazilian,4.0,-12.990365,-38.4610634,,Salvador,BR,BA,+55 71 3019-6800,2682.361162863536
463,burger-king-salvador-2,Burger King,False,2,Fast Food,4.0,-12.9469875,-38.4460818,,Salvador,BR,BA,+55 71 3878-2519,2533.84078539464
464,l-ô-restaurante-fortaleza-2,L'ô Restaurante,False,6,Seafood; Steakhouses,5.0,-3.720843,-38.521154,$$$$,Fortaleza,BR,CE,+55 85 3265-2288,4177.269522290537
465,cort-carnes-nobres-fortaleza,Cort Carnes Nobres,False,1,Steakhouses,5.0,-3.731331,-38.490219,,Fortaleza,BR,CE,+55 85 3051-5503,4125.130418113349
466,restaurante-didi-rei-dos-mares-2-fortaleza,Restaurante Didi Rei dos Mares 2,False,3,Brazilian; Seafood,4.5,-3.72790864049281,-38.4967515617609,$$$,Fortaleza,BR,CE,+55 8599211092,3975.078892143066
467,marcel-restaurante-fortaleza-2,Marcel Restaurante,False,10,French; International; Bistros,4.5,-3.722459,-38.5087003,$$$,Fortaleza,BR,CE,+55 85 3219-7246,4040.398128021395
468,marulho-fortaleza,Marulho,False,3,Brazilian; Seafood,4.0,-3.73346919146576,-38.4561726667637,,Fortaleza,BR,CE,+55 85 3458-3689,7179.608990317358
469,misaki-fortaleza,Misaki,False,5,Japanese; Sushi Bars,4.5,-3.7368436,-38.4984055,$$$,Fortaleza,BR,CE,+55 85 3433-1050,3271.958891674009
470,jardim-alchymist-fortaleza,Jardim Alchymist,False,3,Italian,4.5,-3.7287519,-38.5104294,$$$,Fortaleza,BR,CE,+55 85 3181-6070,3325.567725232835
471,kais-bar-fortaleza,KAIS Bar,False,4,Bars; Northeastern Brazilian,3.5,-3.72193697883392,-38.5201666154941,$$,Fortaleza,BR,CE,+55 85 4101-7715,4042.824262425463
472,coco-bambu-fortaleza-3,Coco Bambu,False,20,Seafood,3.5,-3.723622,-38.487502,$$$$,Fortaleza,BR,CE,+55 85 3198-6000,4966.11525258407
473,restaurante-frederico-fortaleza,Restaurante Frederico,False,4,Brazilian,4.5,-3.7327962,-38.4890938,$$,Fortaleza,BR,CE,+55 85 3044-2539,4071.81076921829
474,restaurante-moranga-fortaleza,Restaurante Moranga,False,5,Italian,4.0,-3.7217393,-38.5126305,$$$,Fortaleza,BR,CE,+55 85 3219-7078,4074.028871618839
475,hofbräuhaus-fortaleza,Hofbräuhaus,False,1,Restaurants,5.0,-3.7295519,-38.5141205,,Fortaleza,BR,CE,+55 85 3221-6170,3176.4867618745066
476,la-marine-fortaleza,La Marine,False,4,French; Seafood,4.5,-3.719773,-38.530959,,Fortaleza,BR,CE,+55 85 4006-9530,4568.973699652323
477,vignoli-fortaleza-3,Vignoli,False,4,Pizza; Italian,5.0,-3.7291257,-38.4907816,$$,Fortaleza,BR,CE,+55 85 3267-9450,4263.921410817339
478,coco-bambu-fortaleza-2,Coco Bambu,False,9,Seafood,4.0,-3.731941,-38.490867,$$$,Fortaleza,BR,CE,+55 85 3242-7557,4026.401573660764
479,moleskine-gastrobar-fortaleza,Moleskine Gastrobar,False,8,Gastropubs,4.0,-3.734575,-38.491542,$$$,Fortaleza,BR,CE,+55 85 3037-1700,3766.223058037701
480,l-entrecotte-de-paris-fortaleza,L'entrecotte de Paris,False,2,French,5.0,-3.7353578,-38.4972382,$$,Fortaleza,BR,CE,+55 85 3016-9660,3283.576652435317
481,colher-de-pau-fortaleza-2,Colher de Pau,False,7,Brazilian,4.0,-3.7316291,-38.489418,$$$,Fortaleza,BR,CE,+55 85 3267-6680,4140.923106697315
482,el-chancho-fortaleza,El Chancho,False,3,Burgers; Steakhouses,4.5,-3.72672947455618,-38.492556316512,,Fortaleza,BR,CE,+55 85 99952-7425,4347.754065841642
483,muda-fortaleza,Muda,False,3,Gastropubs,4.0,-3.7335056060475,-38.4995805913195,,Fortaleza,BR,CE,,3282.276056759467
484,la-pasta-gialla-fortaleza-2,La Pasta Gialla,False,7,Italian,4.5,-3.735805,-38.490053,$$$,Fortaleza,BR,CE,+55 85 3267-3070,3796.451720030797
485,la-bella-itália-fortaleza,La Bella Itália,False,4,Italian,4.0,-3.72043148809177,-38.5157329019139,$$$,Fortaleza,BR,CE,+55 85 3219-2166,4183.858146504035
486,le-marche-fortaleza,Le Marche,False,4,French,5.0,-3.72653983341215,-38.5153615498199,$$$,Fortaleza,BR,CE,+55 85 3181-6059,3505.257952096704
487,philadelfia-fortaleza,Philadelfia,False,3,Japanese,3.5,-3.7525852,-38.5136375,,Fortaleza,BR,CE,+55 85 3257-2838,661.1068482147547
488,dom-antunes-steakhouse-fortaleza,Dom Antunes Steakhouse,False,1,Steakhouses,5.0,-3.7383427,-38.4886549,,Fortaleza,BR,CE,+55 85 3119-5050,3755.825873440032
489,kazu-fortaleza,Kazu,False,3,Japanese; Sushi Bars,4.5,-3.731137,-38.4901466,$$$,Fortaleza,BR,CE,+55 85 3242-0392,4143.539462897132
490,casa-do-frango-sushibar-fortaleza,Casa do Frango Sushibar,False,5,Japanese; Sushi Bars,4.5,-3.73107067728482,-38.505314622033,$$$,Fortaleza,BR,CE,+55 85 3433-1111,3226.606538734125
491,kina-do-feijão-verde-fortaleza,Kina do Feijão Verde,False,5,Brazilian; Bars,4.0,-3.735218,-38.516016,,Fortaleza,BR,CE,+55 85 3253-7655,2539.567498900515
492,coco-bambu-sul-fortaleza,Coco Bambu Sul,False,4,Brazilian; American (Traditional),4.5,-3.79094391957197,-38.4813651836004,$$$,Fortaleza,BR,CE,+55 85 3023-7777,5305.017597570934
493,casa-de-moá-fortaleza,Casa de Moá,False,8,Bistros; French,4.0,-3.7485983,-38.5032458,$$,Fortaleza,BR,CE,+55 85 3067-3509,1785.1399498720286
494,ponto-de-luz-fortaleza,Ponto de Luz,False,3,Restaurants,4.5,-3.7347925,-38.4678535,,Fortaleza,BR,CE,+55 85 3262-1926,5923.094604579856
495,o-capo-restaurante-fortaleza,O Capo Restaurante,False,2,Pizza; Cafes; Buffets,4.5,-3.722314,-38.508752,,Fortaleza,BR,CE,+55 85 3219-6767,4055.052918999874
496,ordones-fortaleza-2,Ordones,False,4,Northeastern Brazilian,4.0,-3.734834,-38.549422,$$,Fortaleza,BR,CE,+55 85 3055-5506,4518.575229769446
497,porpino-burger-fortaleza,Porpino Burger,False,4,Burgers,5.0,-3.733087,-38.491624,$,Fortaleza,BR,CE,+55 91 3202-5900,3876.410759670509
498,açaí-parajuá-fortaleza,Açaí Parajuá,False,1,Food Delivery Services; Diners,4.0,-3.737297,-38.5008833,$,Fortaleza,BR,CE,+55 85 3268-2330,2853.652552145499
499,geppos-restaurante-fortaleza,Geppos Restaurante,False,4,Italian,4.0,-3.735091,-38.4978104,,Fortaleza,BR,CE,+55 85 3433-1048,3212.989974524024
500,churrascaria-joão-filho-fortaleza-3,Churrascaria João Filho,False,3,Steakhouses,4.5,-3.8168194,-38.6141891,$$,Fortaleza,BR,CE,+55 85 3498-1799,12770.943508694918
501,o-mar-menino-fortaleza,O Mar Menino,False,1,Seafood,4.0,-3.733277,-38.505954,,Fortaleza,BR,CE,+55 85 3039-5359,2972.470404815025
502,geppos-fortaleza-2,Geppo's,False,4,Restaurants,4.0,-3.7256274,-38.4912758,$$,Fortaleza,BR,CE,+55 85 3433-1047,4577.336839948711
503,atlantidz-fortaleza,Atlantidz,False,7,Seafood,4.0,-3.7309519,-38.4579128,$$$,Fortaleza,BR,CE,+55 85 3249-4607,7115.441085671501
504,vignoli-fortaleza,Vignoli,False,4,Italian,3.5,-3.72726220211248,-38.4988896217651,$$$,Fortaleza,BR,CE,+55 85 3267-9450,3915.4950677303736
505,balcony-bistro-fortaleza,Balcony Bistro,False,4,Bistros,5.0,-3.73514762977073,-38.4892205227192,$$$$,Fortaleza,BR,CE,+55 85 3267-1601,3914.1519384922185
506,la-reserve-fortaleza,La Reserve,False,3,French,4.5,-3.7320223,-38.4870186,,Fortaleza,BR,CE,+55 85 3067-9312,4335.918334041595
507,picanha-iracema-fortaleza,Picanha Iracema,False,4,Steakhouses,3.0,-3.721685,-38.5112849,$$,Fortaleza,BR,CE,+55 85 3219-4593,4078.115022150963
508,cabaña-del-primo-fortaleza,Cabaña Del Primo,False,4,Brazilian,4.5,-3.7353067,-38.4973984,$$$$,Fortaleza,BR,CE,+55 85 3244-4278,3256.901232192309
509,natural-leve-fortaleza,Natural Leve,False,5,Diners,4.0,-3.7321811,-38.5063972,$$,Fortaleza,BR,CE,+55 85 3224-4422,3068.0906098340165
510,lanchonete-babagula-fortaleza,Lanchonete Babagula,False,4,Diners,4.0,-3.7251437,-38.4992332,,Fortaleza,BR,CE,+55 85 3248-4449,4024.115846334746
511,bar-chá-da-égua-fortaleza,Bar Chá da Égua,False,3,Bars; Tapas Bars,3.5,-3.7563403,-38.5415342,,Fortaleza,BR,CE,+55 85 3494-3762,2839.2023378081635
512,oui-bistrô-fortaleza-2,Oui Bistrô,False,4,French,3.5,-3.734268,-38.503208,$$$$,Fortaleza,BR,CE,+55 85 3268-4141,3002.131792680545
513,cantina-di-nápoli-fortaleza,Cantina Di Nápoli,False,4,Restaurants,3.5,-3.7297356,-38.4961052,$$$,Fortaleza,BR,CE,+55 85 3234-0770,4016.602185179042
514,creperia-lyon-fortaleza,Creperia Lyon,False,4,Food Delivery Services; French; Imported Food,4.0,-3.751482,-38.5086611,$$,Fortaleza,BR,CE,+55 85 3099-3010,1094.6283572722675
515,philadelfia-restaurante-sushibar-fortaleza,Philadelfia Restaurante Sushibar,False,3,Restaurants,3.0,-3.7525852,-38.5136375,$$,Fortaleza,BR,CE,+55 85 3257-2838,594.8448243250604
516,quotidiano-cozinha-criativa-fortaleza,Quotidiano Cozinha Criativa,False,1,Gastropubs,4.0,-3.73753,-38.49225,,Fortaleza,BR,CE,+55 85 3224-2155,3498.6679312703204
517,vila-mosquito-fortaleza,Vila Mosquito,False,5,Brazilian,4.0,-3.7275859,-38.5126271,$$$,Fortaleza,BR,CE,+55 85 3226-7422,3408.866086893181
518,yami-fortaleza,Yami,False,3,Sushi Bars,4.0,-3.7420499,-38.5023804,$$,Fortaleza,BR,CE,+55 85 3036-2628,2877.723889716366
519,mandir-restaurante-vegetariano-e-vegano-fortaleza,Mandir Restaurante vegetariano e vegano,False,6,Vegetarian; Vegan,4.0,-3.7431123,-38.5386162,$,Fortaleza,BR,CE,+55 85 3023-3563,3003.955675878339
520,restaurante-sirigaddo-fortaleza,Restaurante Sirigaddo,False,3,Restaurants,4.0,-3.7305565,-38.5054169,,Fortaleza,BR,CE,+55 85 3261-7272,3176.5451603841384
521,dom-speto-fortaleza-3,Dom Speto,False,4,Brazilian; Steakhouses,3.5,-3.73743,-38.54548,$$,Fortaleza,BR,CE,+55 85 3025-4388,3985.374633946819
522,k-bab-fortaleza,K-BaB,False,4,Korean,4.5,-3.72713172749536,-38.495505728266,,Fortaleza,BR,CE,+55 85 3085-1760,4122.816455333366
523,café-viriato-fortaleza,Café Viriato,False,7,Cafes,4.0,-3.74929700624219,-38.5047956877107,$$,Fortaleza,BR,CE,+55 85 3035-5503,1579.6417762020565
524,bebelu-fortaleza-6,Bebelu,False,1,Sandwiches,5.0,-3.7231317,-38.4846001,,Fortaleza,BR,CE,+55 85 3242-1877,4355.403174340453
525,comida-caseira-fortaleza,Comida Caseira,False,3,Brazilian,5.0,-3.7572496,-38.4895973,$$,Fortaleza,BR,CE,+55 85 3241-2707,2821.824121655381
526,ponto-do-camarão-fortaleza,Ponto do Camarão,False,1,Restaurants,4.0,-3.7617526,-38.5459137,,Fortaleza,BR,CE,+55 85 3494-6896,2786.2445026963974
527,sabor-de-mar-fortaleza,Sabor de Mar,False,3,Seafood,3.5,-3.7281768,-38.4958801,,Fortaleza,BR,CE,+55 85 3242-8180,3887.330836364248
528,subway-fortaleza-4,Subway,False,1,Diners; Salad; Sandwiches,5.0,-3.7222333,-38.4801788,$,Fortaleza,BR,CE,+55 85 3131-2526,5126.84801686149
529,le-cuisinier-fortaleza-3,Le Cuisinier,False,2,French,4.5,-3.79216377366538,-38.4809458574061,,Fortaleza,BR,CE,+55 85 3025-5239,5432.62538391079
530,d-abelle-bistro-fortaleza,D'abelle Bistro,False,3,Restaurants,4.0,-3.727416,-38.512352,,Fortaleza,BR,CE,+55 85 3226-0121,3388.776892599988
531,la-raclette-fortaleza,La Raclette,False,5,Vegetarian,4.5,-3.741514,-38.4843979,$$,Fortaleza,BR,CE,+55 85 3032-6729,3904.575406013254
532,meatpacking-ny-prime-burger-fortaleza,Meatpacking NY Prime Burger,False,3,Desserts; Burgers,3.5,-3.7396784,-38.4920731,,Fortaleza,BR,CE,+55 85 3025-4422,3525.6726823421145
533,brazão-fortaleza-2,Brazão,False,6,Northeastern Brazilian; Steakhouses,3.0,-3.720705,-38.511468,$$,Fortaleza,BR,CE,+55 85 3219-9795,4183.715139580732
534,arena-game-n-beer-fortaleza,Arena Game n' Beer,False,1,Arcades; Gastropubs,4.0,-3.73985995102043,-38.493387401104,,Fortaleza,BR,CE,+55 85 3085-9803,3223.557302512342
535,restaurante-piaf-fortaleza-2,Restaurante Piaf,False,3,Restaurants,3.5,-3.7266338,-38.4899406,,Fortaleza,BR,CE,+55 85 3021-6222,4547.285326857716
536,dona-chica-fortaleza,Dona Chica,False,3,Restaurants,4.5,-3.7388175,-38.5369606,,Fortaleza,BR,CE,+55 85 3454-1182,3152.4044636359245
537,bar-do-mincharia-fortaleza,Bar do Mincharia,False,4,Brazilian; Seafood,3.5,-3.7193244,-38.5142956,$$,Fortaleza,BR,CE,+55 85 3219-1174,4309.956280395985
538,dom-diego-restaurante-fortaleza,Dom Diego Restaurante,False,2,Restaurants,3.5,-3.7285185,-38.5264626,,Fortaleza,BR,CE,+55 85 3254-3290,3284.8255112084207
539,fratelli-pizza-fortaleza,Fratelli Pizza,False,3,Pizza,3.5,-3.7324708,-38.4869957,$$,Fortaleza,BR,CE,+55 85 3267-3631,4327.108516680277
540,churrascaria-sabor-da-picanha-fortaleza,Churrascaria Sabor da Picanha,False,4,Steakhouses,4.0,-3.7313742,-38.5149337,$$,Fortaleza,BR,CE,+55 85 3253-1328,2969.35129227197
541,pulcinella-fortaleza,Pulcinella,False,6,Italian,4.0,-3.7308822,-38.4988554,$$$,Fortaleza,BR,CE,+55 85 3224-2112,3570.838570633211
542,monte-carlo-fortaleza,Monte Carlo,False,8,Bakeries; Sushi Bars; Soup,5.0,-3.73360768716546,-38.4923012999109,$$$$,Fortaleza,BR,CE,+55 85 3264-2356,3782.5211173684456
543,alpendre-da-vila-bar-e-restaurante-fortaleza,Alpendre da Vila Bar e Restaurante,False,3,Bars; Brazilian,5.0,-3.7646391,-38.5334663,,Fortaleza,BR,CE,+55 85 3272-5555,2110.648264293347
544,chico-do-caranguejo-fortaleza-4,Chico do Caranguejo,False,4,Seafood,4.0,-3.78996,-38.48542,$$,Fortaleza,BR,CE,+55 85 3023-2021,4905.280301262106
545,forte-sabor-bar-e-restaurante-fortaleza,Forte Sabor Bar & Restaurante,False,3,Dive Bars; Brazilian,4.0,-3.7411563,-38.5210304,$$,Fortaleza,BR,CE,+55 8587711035,1937.578429793435
546,habibs-fortaleza-8,Habib's,False,1,Diners,4.0,-3.7457795,-38.533268,,Fortaleza,BR,CE,+55 85 3283-5333,2372.330230104174
547,amika-coffeehouse-meireles,Amika Coffeehouse,False,11,Coffee & Tea; Breakfast & Brunch; Cafes; Desserts; Candy Stores,4.0,-3.7314093,-38.4901505,$$,Meireles,BR,CE,+55 85 3031-0351,4128.755144296144
548,coppa-bar-fortaleza,Coppa Bar,False,4,Bars; Tapas/Small Plates,4.0,-3.7892723,-38.4768715,$$,Fortaleza,BR,CE,+55 85 3013-7193,5594.360623486827
549,skina-do-baião-fortaleza,Skina do Baião,False,4,Pizza; Steakhouses,4.5,-3.7982671,-38.4993324,$$$,Fortaleza,BR,CE,+55 85 3279-5300,4842.210792578705
